date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:32:16	54399/54399	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jun%202015%2015:49:36%20GMT	http://www.haktuts.com/gallery/9b4796b6e216935b823958f9550dfa5f_460x230.jpg	C:/My%20Web%20Sites/haktut/www.haktuts.com/gallery/9b4796b6e216935b823958f9550dfa5f_460x230.jpg	(from http://www.haktuts.com/)
16:32:16	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:13%20GMT	http://www.haktuts.com/img/glyphicons-halflings-white.png	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/glyphicons-halflings-white.e.delayed	(from http://www.haktuts.com/css/bootstrap.min.css)
16:32:17	14382/14382	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:14%20GMT	http://www.haktuts.com/How-to-bind-two-exe-file-in-one-another-via-command-prompt/	C:/My%20Web%20Sites/haktut/www.haktuts.com/How-to-bind-two-exe-file-in-one-another-via-command-prompt/index.html	(from http://www.haktuts.com/)
16:32:17	7879/7879	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:14%20GMT	http://www.haktuts.com/Spoof-SMS/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Spoof-SMS/index.html	(from http://www.haktuts.com/)
16:32:18	7565/7565	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:15%20GMT	http://www.haktuts.com/how-to-change-your-caller-id/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-change-your-caller-id/index.html	(from http://www.haktuts.com/)
16:32:18	7298/7298	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:15%20GMT	http://www.haktuts.com/Send-Mail-with-someone-else-mail-id/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Send-Mail-with-someone-else-mail-id/index.html	(from http://www.haktuts.com/)
16:32:20	13663/13663	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:17%20GMT	http://www.haktuts.com/how-to-surf-on-web-anonymously/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-surf-on-web-anonymously/index.html	(from http://www.haktuts.com/)
16:32:20	10534/10534	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:17%20GMT	http://www.haktuts.com/SQL-Injection/	C:/My%20Web%20Sites/haktut/www.haktuts.com/SQL-Injection/index.html	(from http://www.haktuts.com/)
16:32:21	9216/9216	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:18%20GMT	http://www.haktuts.com/Remote-Attack/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Remote-Attack/index.html	(from http://www.haktuts.com/)
16:32:21	10831/10831	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:18%20GMT	http://www.haktuts.com/How-to-setup-fully-undetectable-Remote-Keylogger/	C:/My%20Web%20Sites/haktut/www.haktuts.com/How-to-setup-fully-undetectable-Remote-Keylogger/index.html	(from http://www.haktuts.com/)
16:32:22	8865/8865	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:19%20GMT	http://www.haktuts.com/What-is-cryptography/	C:/My%20Web%20Sites/haktut/www.haktuts.com/What-is-cryptography/index.html	(from http://www.haktuts.com/)
16:32:22	8520/8520	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:19%20GMT	http://www.haktuts.com/how-to-run-dual-whatsapp-on-android-without-root/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-run-dual-whatsapp-on-android-without-root/index.html	(from http://www.haktuts.com/)
16:32:23	9851/9851	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:21%20GMT	http://www.haktuts.com/top10-command-of-nmap/	C:/My%20Web%20Sites/haktut/www.haktuts.com/top10-command-of-nmap/index.html	(from http://www.haktuts.com/)
16:32:23	8235/8235	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:21%20GMT	http://www.haktuts.com/how-to-establish-ssh-connection-with-iphone/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-establish-ssh-connection-with-iphone/index.html	(from http://www.haktuts.com/)
16:32:24	8993/8993	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:22%20GMT	http://www.haktuts.com/Kali-1/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Kali-1/index.html	(from http://www.haktuts.com/)
16:32:25	11781/11781	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:23%20GMT	http://www.haktuts.com/How-to-hack-windows-7-with-metasploit/	C:/My%20Web%20Sites/haktut/www.haktuts.com/How-to-hack-windows-7-with-metasploit/index.html	(from http://www.haktuts.com/)
16:32:26	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:24%20GMT	http://www.haktuts.com/img/hlight_bg.png	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/hlight_bg.10.delayed	(from http://www.haktuts.com/css/site.css?v=1.0.12)
16:32:27	10903/10903	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:24%20GMT	http://www.haktuts.com/how-to-root-android-device-via-one-click/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-root-android-device-via-one-click/index.html	(from http://www.haktuts.com/)
16:32:28	11650/11650	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:26%20GMT	http://www.haktuts.com/how-to-hack-wifi-via-pyrit/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-hack-wifi-via-pyrit/index.html	(from http://www.haktuts.com/)
16:32:29	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:27%20GMT	http://www.haktuts.com/img/gallery.empty.gif	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/gallery.empty.11.delayed	(from http://www.haktuts.com/css/site.css?v=1.0.12)
16:32:30	14060/14060	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:27%20GMT	http://www.haktuts.com/Server-Management/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Server-Management/index.html	(from http://www.haktuts.com/)
16:32:31	9509/9509	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:29%20GMT	http://www.haktuts.com/how-to-increase-internal-storage-of-android-device/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-increase-internal-storage-of-android-device/index.html	(from http://www.haktuts.com/)
16:32:32	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:30%20GMT	http://www.haktuts.com/img/gallery.left.png	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/gallery.left.12.delayed	(from http://www.haktuts.com/css/site.css?v=1.0.12)
16:32:33	7562/7562	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:30%20GMT	http://www.haktuts.com/meaning-of-virtual-machine/	C:/My%20Web%20Sites/haktut/www.haktuts.com/meaning-of-virtual-machine/index.html	(from http://www.haktuts.com/)
16:32:34	8057/8057	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:32%20GMT	http://www.haktuts.com/Kill-Wifi-Of-Entire-Network/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Kill-Wifi-Of-Entire-Network/index.html	(from http://www.haktuts.com/)
16:32:35	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:32%20GMT	http://www.haktuts.com/img/gallery.right.png	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/gallery.right.13.delayed	(from http://www.haktuts.com/css/site.css?v=1.0.12)
16:32:36	249860/249860	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jun%202015%2015:49:40%20GMT	http://www.haktuts.com/gallery/9f465d2b51bfcd9ab7169d5df0a4b554_1040x600.jpg	C:/My%20Web%20Sites/haktut/www.haktuts.com/gallery/9f465d2b51bfcd9ab7169d5df0a4b554_1040x600.jpg	(from http://www.haktuts.com/)
16:32:36	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:33%20GMT	http://www.haktuts.com/how-to-bypass-applocker-in-andriod-1/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-bypass-applocker-in-andriod-1/index.html	(from http://www.haktuts.com/)
16:32:37	18404/18404	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:34%20GMT	http://www.haktuts.com/Tools-of-Password-Cracking/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Tools-of-Password-Cracking/index.html	(from http://www.haktuts.com/)
16:32:37	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:34%20GMT	http://www.haktuts.com/img/gallery.left_h.png	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/gallery.left_h.14.delayed	(from http://www.haktuts.com/css/site.css?v=1.0.12)
16:32:38	8331/8331	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:35%20GMT	http://www.haktuts.com/how-to-increase-ram-in-android-device/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-increase-ram-in-android-device/index.html	(from http://www.haktuts.com/)
16:32:38	8924/8924	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:35%20GMT	http://www.haktuts.com/HOW-TO-MAC-Spoof-without-tools/	C:/My%20Web%20Sites/haktut/www.haktuts.com/HOW-TO-MAC-Spoof-without-tools/index.html	(from http://www.haktuts.com/)
16:32:39	11608/11608	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:36%20GMT	http://www.haktuts.com/HOW-TO-HACK-FACEBOOK-ACCOUNT-VIA-PHISHING-METHOD/	C:/My%20Web%20Sites/haktut/www.haktuts.com/HOW-TO-HACK-FACEBOOK-ACCOUNT-VIA-PHISHING-METHOD/index.html	(from http://www.haktuts.com/)
16:32:39	8515/8515	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:37%20GMT	http://www.haktuts.com/HOW-TO-Bypassing-Windows-8-1-Password/	C:/My%20Web%20Sites/haktut/www.haktuts.com/HOW-TO-Bypassing-Windows-8-1-Password/index.html	(from http://www.haktuts.com/)
16:32:40	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:37%20GMT	http://www.haktuts.com/img/gallery.right_h.png	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/gallery.right_h.15.delayed	(from http://www.haktuts.com/css/site.css?v=1.0.12)
16:32:40	15569/15569	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:38%20GMT	http://www.haktuts.com/HOW-TO-Jailbreak-iOS-DEVICE/	C:/My%20Web%20Sites/haktut/www.haktuts.com/HOW-TO-Jailbreak-iOS-DEVICE/index.html	(from http://www.haktuts.com/)
16:32:41	13712/13712	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:38%20GMT	http://www.haktuts.com/how-to-crack-wpawpa2-protected-wifi/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-crack-wpawpa2-protected-wifi/index.html	(from http://www.haktuts.com/)
16:32:41	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:38%20GMT	http://www.haktuts.com/img/icon-logo.png	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/icon-logo.16.delayed	(from http://www.haktuts.com/css/site.css?v=1.0.12)
16:32:42	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:39%20GMT	http://www.haktuts.com/img/flags_matrix.png	C:/My%20Web%20Sites/haktut/www.haktuts.com/img/flags_matrix.17.delayed	(from http://www.haktuts.com/css/site.css?v=1.0.12)
16:32:42	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:40%20GMT	http://www.haktuts.com/css/null	C:/My%20Web%20Sites/haktut/www.haktuts.com/css/null.18.delayed	(from http://www.haktuts.com/css/common.css?ts=1433839776)
16:32:44	9547/9547	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Jun%202015%2015:49:36%20GMT	http://www.haktuts.com/css/2.css?ts=1433839776	C:/My%20Web%20Sites/haktut/www.haktuts.com/css/2d81a.css	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:44	101/101	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202015%2011:02:42%20GMT	http://www.haktuts.com/haktuts@gmail.com	C:/My%20Web%20Sites/haktut/www.haktuts.com/haktuts@gmail.1a.delayed	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:45	8237/8237	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:42%20GMT	http://www.haktuts.com/Introduction/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Introduction/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:45	7534/7534	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:43%20GMT	http://www.haktuts.com/Hackers-Hierarchy/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Hackers-Hierarchy/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:46	28198/28198	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:43%20GMT	http://www.haktuts.com/Hackers-Keyword/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Hackers-Keyword/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:47	6544/6544	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:44%20GMT	http://www.haktuts.com/Virus/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Virus/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:47	7343/7343	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:45%20GMT	http://www.haktuts.com/what-are-the-different-types-of-virus/	C:/My%20Web%20Sites/haktut/www.haktuts.com/what-are-the-different-types-of-virus/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:48	24371/24371	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Jun%202015%2015:49:40%20GMT	http://www.haktuts.com/css/common.css?ts=1433839779	C:/My%20Web%20Sites/haktut/www.haktuts.com/css/common337c.css	(from http://www.haktuts.com/Linux/)
16:32:49	7072/7072	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:46%20GMT	http://www.haktuts.com/HOW-TO-get-Protect-From-Virus/	C:/My%20Web%20Sites/haktut/www.haktuts.com/HOW-TO-get-Protect-From-Virus/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:50	8215/8215	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:47%20GMT	http://www.haktuts.com/WHAT-IS-IP-Address/	C:/My%20Web%20Sites/haktut/www.haktuts.com/WHAT-IS-IP-Address/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:50	7152/7152	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:47%20GMT	http://www.haktuts.com/IP-and-MAC/	C:/My%20Web%20Sites/haktut/www.haktuts.com/IP-and-MAC/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:51	10714/10714	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:48%20GMT	http://www.haktuts.com/What-are-the-types-of-IP-Address/	C:/My%20Web%20Sites/haktut/www.haktuts.com/What-are-the-types-of-IP-Address/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:51	11712/11712	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Jun%202015%2015:49:38%20GMT	http://www.haktuts.com/css/10.css?ts=1433839779	C:/My%20Web%20Sites/haktut/www.haktuts.com/css/10337c.css	(from http://www.haktuts.com/Linux/)
16:32:52	7825/7825	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:49%20GMT	http://www.haktuts.com/how-to-bind-one-exe-file-with-another-exe-file/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-bind-one-exe-file-with-another-exe-file/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:52	8464/8464	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:49%20GMT	http://www.haktuts.com/list-of-tools-to-detect-steganography/	C:/My%20Web%20Sites/haktut/www.haktuts.com/list-of-tools-to-detect-steganography/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:53	8153/8153	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:50%20GMT	http://www.haktuts.com/What-are-the-types-of-Cryptography/	C:/My%20Web%20Sites/haktut/www.haktuts.com/What-are-the-types-of-Cryptography/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:55	11026/11026	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:52%20GMT	http://www.haktuts.com/how-to-send-a-spoofed-mail/	C:/My%20Web%20Sites/haktut/www.haktuts.com/how-to-send-a-spoofed-mail/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:56	23012/23012	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jun%202015%2015:49:38%20GMT	http://www.haktuts.com/gallery/15d356c4c3389cbf72261920d60d7334_300x167.jpg	C:/My%20Web%20Sites/haktut/www.haktuts.com/gallery/15d356c4c3389cbf72261920d60d7334_300x167.jpg	(from http://www.haktuts.com/Linux/)
16:32:57	9864/9864	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:54%20GMT	http://www.haktuts.com/How-to-crack-a-zip-or-rar-password-protected-file/	C:/My%20Web%20Sites/haktut/www.haktuts.com/How-to-crack-a-zip-or-rar-password-protected-file/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:58	13556/13556	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:55%20GMT	http://www.haktuts.com/How-to-crack-a-pdf-password-protected-file/	C:/My%20Web%20Sites/haktut/www.haktuts.com/How-to-crack-a-pdf-password-protected-file/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:32:59	8298/8298	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:02:57%20GMT	http://www.haktuts.com/One-click-to-copy-full-website/	C:/My%20Web%20Sites/haktut/www.haktuts.com/One-click-to-copy-full-website/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:33:02	21350/21350	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Jun%202015%2015:49:36%20GMT	http://www.haktuts.com/css/3.css?ts=1433839776	C:/My%20Web%20Sites/haktut/www.haktuts.com/css/3d81a.css	(from http://www.haktuts.com/Tips-and-tricks/)
16:33:03	10995/10995	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202015%2011:03:01%20GMT	http://www.haktuts.com/Introduction-to-Android-architecture/	C:/My%20Web%20Sites/haktut/www.haktuts.com/Introduction-to-Android-architecture/index.html	(from http://www.haktuts.com/Free-ethical-hacking-course-online/)
16:33:11	43708/43708	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jun%202015%2015:49:36%20GMT	http://www.haktuts.com/gallery/321a4d2cec5bc6953e042c727e16788c_300x220.jpg	C:/My%20Web%20Sites/haktut/www.haktuts.com/gallery/321a4d2cec5bc6953e042c727e16788c_300x220.jpg	(from http://www.haktuts.com/Tips-and-tricks/)
